text,label,type,topic
"Subject: Spatiul tau de stocare este plin - [Nume Serviciu Cloud]

Stimate client,

Spatiul tau de stocare [Nume Serviciu Cloud] a atins limita. Noile incarcari vor esua pana cand spatiul este eliberat sau planul tau este actualizat. Conecteaza-te la contul tau pe portal.cloudservice.com pentru a-ti gestiona stocarea.

Multumim,
[Nume Serviciu Cloud]",0,email,cloud storage full
Ultimul AVERTISMENT! Spatiul tau [Nume Serviciu Cloud] este EPUIZAT. Reinnoieste-ti planul via link: `renew-cl0ud-now.biz` inainte de 26.10.2023 sau datele vor fi sterse!,1,sms,cloud storage full
Stocarea ta in cloud este plina. Te rugam sa te conectezi la contul tau pentru a-ti gestiona fisierele sau pentru a-ti actualiza abonamentul. `CloudProvider.com`.,0,sms,cloud storage full
"SUBIECT: Mesaj IMPORTANT: Problema de stocare in cloud!

Salut,

Suntem obligati sa-ti anuntam ca stocarea ta in cloud este acum total plina. Exista o discrepanta de 1GB. Pentru a preveni ERORI GRAVE si intreruperi, completeaza formularul de verificare aici: `httsp://cloud-secure-verify.net/` pentru a restabili serviciul.

Echipa noastra de suport",1,email,cloud storage full
"Subject: Memento: Spatiul tau de stocare este la capacitate

Salut,

Acesta este un memento amical ca spatiul tau de stocare in cloud este plin. Pentru a continua sa salvezi fisiere noi, te rugam sa stergi unele existente sau sa iei in considerare actualizarea planului tau. Acceseaza-ti contul prin www.CloudService.com.

Cu stima,
Echipa de Suport",0,email,cloud storage full
Stocarea [Nume Serviciu Cloud] este FULL! Fisierele tale sunt in risc! Verifica-ti spatiul IMEDIAT la `http://cloud-fix.co`,1,sms,cloud storage full
Stocarea ta [Nume Serviciu Cloud] este 100% plina. Nu vei putea adauga fisiere noi. Gestioneaza-ti spatiul: `CloudService.com/account`.,0,sms,cloud storage full
"Subject: ALERTA DE SECURITATE! Spatiul tau de stocare este full!

Draga Client,

Am fost notati ca contul tau de stocare [Nume Platforma] este complet plin. Pentru a evita stergerea datelor importante si suspendarea contului, trebuie sa te loghezi si sa-ti 'actualizezi' contul acum: `logins.cloudservice.net`

Aceasta este obligatorie pentru a-ti mentine serviciile active.

Echipa de Asistenta",1,email,cloud storage full
"Subject: Notificare Cont de Stocare in Cloud - Capacitate Atingata

Buna,

Aceasta notificare confirma ca spatiul tau de stocare in cloud este acum 96% plin. Oferim resurse pentru a te ajuta sa-ti gestionezi eficient stocarea sau sa-ti actualizezi planul. Te rugam sa vizitezi pagina noastra de suport sau sa te conectezi la contul tau pe CloudService.com pentru mai multe informatii.

Cu respect,
Echipa Cloud Service",0,email,cloud storage full
ALERTA STOCARE! Spatiul tau cloud gratuit a expirat. Upgradaeza-te pentru a continua accesul. Click aici: `secure.cloud-upgrades.com`,1,email,cloud storage full
Actualizare: Spatiul tau de stocare in cloud este la 95% capacitate. Conecteaza-te la contul tau pentru a revizui optiunile: `CloudService.com/storage`.,0,sms,cloud storage full
Contul tau [Nume Serviciu Cloud] este aproape plin. Evita intreruperea serviciului. Conecteaza-te si gestioneaza spatiul: `account-storage-management.org`,1,sms,cloud storage full
"Subject: Urgent: Payment Overdue - Account Suspension Imminent!

Dear Valued Customer,

Your recent invoice is past due. Immediate action is required to avoid service interruption and additional late fees. Please click this link: https://secure-bill-pay.co/settle-now to settle your balance now. Failure to comply will result in account closure within 24 hours.

Sincerely,
Billing Department",1,email,unpaid invoice
"Hi Alex, just a reminder that your invoice #4567 is due on Oct 25. View details at www.serviciulmeu.com/billing. Thanks!",0,sms,unpaid invoice
ALERT: Your invoice #INV789 is overdue! Pay NOW to prevent late fees. Click: secure.billing-info.net/pay-now,1,sms,unpaid invoice
"Subject: Reminder: Invoice #2023-00123 Due Soon

Dear Client,

This is a friendly reminder that invoice #2023-00123 for $125.00 is due on November 5, 2023. You can view your invoice and make a payment securely through our customer portal: https://www.compania_mea.com/myaccount.

If you have already made this payment, please disregard this email. For any questions, contact us at support@compania_mea.com.

Thank you,
Your Company Name",0,email,unpaid invoice
"Subject: AVIS IMPORTANT: Factură neplătită - Contul Dvs.

Stimate utilizator,

Rețineți că factura dvs. cu numărul de referință 345678 este în așteptare. Pentru a evita taxele suplimentare și blocarea contului, vă rugăm să acționați rapid aici: https://link.bit.ly/updatesecure.

Echipa de Suport",1,email,unpaid invoice
Reminder: Your invoice for Internet Service is due shortly. Please check your account at our official site: client.myservice.com.,0,sms,unpaid invoice
Action Needed: Your last bill is 3 days overdue. Avoid service cut-off! Pay @ invoice-dept.net/secure-pay,1,sms,unpaid invoice
"Subject: Notificare Factură Neplătită - DigiConnect

Stimate Domnule/Doamnă,

Vă scriem pentru a vă reaminti că factura cu numărul DC-2023-09-012 emisă la 01.10.2023 pentru suma de 99.00 RON este în așteptare.
Puteți achita factura direct din contul dumneavoastră de client aici: https://client.digiconnect.ro/facturi.
Vă rugăm să ne contactați la 031-123.45.67 dacă aveți întrebări.

Cu stimă,
Departamentul Contabilitate DigiConnect",0,email,unpaid invoice
"Subject: Actiune Obligatorie: Factura dvs. este restanta!

Salutare,

Am observat că factura dvs. #00456 este încă neplătită. Acest lucru va duce la penalizări severe și suspendarea serviciilor. Vă rugăm să vizitați portalul nostru de plată securizat imediat: https://portal.billz.info/payme.

Mulțumim.",1,email,unpaid invoice
Your monthly bill is ready. Invoice #00123. Total: $75.50. Due: Nov 1. Access via official app or website: mybilling.company.com,0,sms,unpaid invoice
FINAL WARNING: Your recent payment failed. Update details or services WILL be stopped. Click: https://mybill.co/fixit-now,1,sms,unpaid invoice
"Subject: Actualizare: Factura Dvs. #INV-XYZ este în așteptare

Stimate Client,

Am vrut să vă anunțăm că factura dumneavoastră cu numărul INV-XYZ, în valoare de 150.00 RON, a fost emisă pe 10.10.2023 și este în continuare neplătită.
Pentru a evita orice întrerupere a serviciilor, vă rugăm să efectuați plata. Detalii complete și opțiuni de plată sunt disponibile în portalul dvs. securizat: https://www.firma_mea.ro/portal

Vă mulțumim pentru înțelegere.

Cu respect,
Echipa Firma Mea",0,email,unpaid invoice
"Subject: Confirmare Plata Necesara - Urgent!

Stimate Client,
Verificările noastre indică o factură neplătită din partea dvs. Pentru a finaliza procesul de verificare a plății și pentru a preveni costuri suplimentare, vă rugăm să faceți clic aici: https://verify.payment-center.co/confirm.

Echipa de Suport Facturare",1,email,unpaid invoice
Notice: An invoice from GlobalTel is awaiting payment. Please log into your account at www.globaltel.com to view it.,0,sms,unpaid invoice
Your account is flagged for non-payment. RESOLVE NOW or face immediate disconnection. Link: https://pay.invoice-serv.xyz/fix-balance,1,sms,unpaid invoice
"Subject: Reamintire - Factură scadentă #8901

Bună ziua Ion Popescu,

Aceasta este o reamintire amabilă că factura dumneavoastră #8901, în valoare de 230.50 RON, este scadentă. Puteți găsi toate detaliile și opțiunile de plată în contul dumneavoastră online la: https://servicii.compania.ro/cont.
Pentru asistență, nu ezitați să ne contactați.

Cu respect,
Echipa de Suport Compania Servicii",0,email,unpaid invoice
"Subject: Re: Reminder: Unpaid Invoice - Action Required

Dear Valued Customer,

This is a final reminder regarding your outstanding invoice (INV-2023-OCT-001). To avoid a permanent service interruption and additional fees, please settle your balance by following this link: https://secure-pay.services/billpay-urgent.

Thank you for your prompt attention.",1,email,unpaid invoice
Gentle reminder: Your invoice from us is approaching its due date. Find payment options at our official portal: customer.company.com/bill,0,sms,unpaid invoice
Don't ignore! Your bill is extremely overdue. Click THIS to pay & avoid legal action: https://secure.billings.info/act-now,1,sms,unpaid invoice
"Subject: Your SmartNet Bill Reminder - October 2023

Dear Maria Ionescu,

Just a quick heads-up that your October bill of $89.99 is due on November 7. You can review your statement and manage your payment preferences by logging into your account at https://www.smartnet.com/my-billing.
If you have any questions, our customer service team is available at 021-987.65.43.

Best regards,
SmartNet Billing Department",0,email,unpaid invoice
"Subject: Contul Dvs. va fi suspendat.

Stimate client,
Vă informăm că am detectat o factură neplătită în contul dvs. Serviciile vor fi suspendate în curând. Accesați: https://portal.bill-update.online/login-secure.

Vă mulțumim.",1,email,unpaid invoice
Your outstanding invoice with GreenEnergy can be settled securely at https://pay.greenenergy.com. Thank you for your prompt payment.,0,sms,unpaid invoice
Urgent: Failed payment for invoice #8876. Update details within 2 hours or your subscription will be cancelled. Pay at: https://bill.fix.co/update-details,1,sms,unpaid invoice
"Subject: Informații privind factura dvs. recentă (Nr. INV-3004)

Stimate Andrei Vasilescu,

Această notificare este pentru a vă informa că factura dvs. cu numărul INV-3004, emisă la 15.10.2023 pentru 120.00 RON, este în prezent neplătită. Data scadenței este 01.11.2023.
Puteți accesa și gestiona facturile dvs. prin intermediul platformei noastre securizate: https://platforma.globalmedia.ro/login.

Vă mulțumim pentru colaborare.

Serviciul Clienți GlobalMedia",0,email,unpaid invoice
"Subject: Important: Invoice Payment Required - Security Alert

Dear User,

We've detected unusual activity associated with your unpaid invoice. For your security, please verify your payment details immediately via our portal: https://security-verify.net/login-alert.
Failure to do so may result in account termination.",1,email,unpaid invoice
"Subject: Urgent: Your University Account Password Reset Required!
Dear student, your university account password needs an immediate reset due to a security breach. Failure to update within 24 hours will result in account suspension. Click here to verify your details and reset your password: https://portal-univerzity.com/reset",1,email,university password reset
UNI Alert: Your pssword needs immediate reset. Click here to avoid account lockout: https://uni-pw.co/reset,1,sms,university password reset
"Subject: Password Reset Confirmation for Your University Account
Dear Student, This email confirms that a password reset request was successfully initiated for your university account. If you did not initiate this action, please contact the IT Help Desk immediately at it-helpdesk@university.edu or visit https://it.university.edu/support. No further action is required if you initiated this reset.",0,email,university password reset
"University IT: A password reset was requested for your account. If this was not you, call IT Support at 123-456-7890 immediately.",0,sms,university password reset
"Subject: Important Security Alert: Password Verification Needed
We've detected unusual login activity on your university account. To prevent unauthorized access, you *MUST* verify your identity and reset your password now. Visit our secure portal at: https://univeristy.edu-security.net/verify",1,email,university password reset
Action Req: Your university acct will be suspended in 2h. Reset password now: https://login-uni.xyz/secure,1,sms,university password reset
"Subject: Information Regarding University Password Security
Dear Students, We want to remind you of best practices for securing your university account. Regularly updating your password is a key step. You can securely reset your password at any time via our official portal: https://my.university.edu/password-reset. Remember, we will never ask for your password via email.",0,email,university password reset
"Uni Account Info: To reset your forgotten password, please visit our official portal: https://id.uni.edu/reset",0,sms,university password reset
"Subject: Your Password Expired. Renew Account Now!
Our records indicate your university password has expired. To maintain access to vital resources like Canvas and email, please update your password right away using this link: https://login.universitysupport.co/update",1,email,university password reset
Important: Your university passwrd has been compromised. Update it using this link: https://university-portal.info/update,1,sms,university password reset
"Subject: Scheduled Maintenance: Password Reset Service
Please be aware that the university's password reset service will be temporarily unavailable due to scheduled system maintenance on 2023-11-15 from 10:00 AM to 12:00 PM EST. We apologize for any inconvenience. For urgent issues outside this window, please contact IT support.",0,email,university password reset
